IEVE  T1       T2       T3      W      XM212   XM223
  939     0.417     0.206     0.377 12337.005  2463.428  1658.710
  940     0.447     0.494     0.059 12337.005  8821.947  1062.015
  941     0.378     0.498     0.124 12337.005  7512.066  2446.344
  942     0.407     0.352     0.241 12337.005  5180.893  1855.247
  943     0.071     0.462     0.468 12337.005   647.487  8586.797
  944     0.126     0.419     0.455 12337.005   909.294  7474.450
  945     0.240     0.428     0.332 12337.005  3363.048  5196.751
  946     0.462     0.133     0.404 12337.005  1911.481   753.353
  947     0.483     0.321     0.195 12337.005  6093.090   331.968
  948     0.416     0.307     0.278 12337.005  4447.045  1683.472
  949     0.280     0.448     0.272 12337.005  4564.161  4398.449
  950     0.413     0.474     0.113 12337.005  7740.334  1734.076
  951     0.423     0.400     0.176 12337.005  6472.411  1533.739
  952     0.175     0.497     0.328 12337.005  3443.896  6496.695
  953     0.164     0.483     0.353 12337.005  2937.042  6713.666
  954     0.419     0.192     0.389 12337.005  2213.632  1624.737
  955     0.274     0.387     0.339 12337.005  3223.608  4520.580
  956     0.079     0.444     0.477 12337.005   456.962  8427.915
  957     0.303     0.426     0.270 12337.005  4591.673  3933.495
  958     0.476     0.327     0.196 12337.005  6071.670   475.096
  959     0.469     0.167     0.364 12337.005  2728.195   610.958
  960     0.254     0.446     0.300 12337.005  4005.390  4914.231
  961     0.241     0.268     0.491 12337.005   176.723  5182.209
  962     0.305     0.465     0.230 12337.005  5408.856  3896.085
  963     0.024     0.491     0.484 12337.005   312.630  9517.228
  964     0.391     0.392     0.218 12337.005  5649.908  2189.683
  965     0.350     0.217     0.433 12337.005  1346.991  2992.528
  966     0.352     0.258     0.390 12337.005  2202.262  2953.076
  967     0.469     0.098     0.432 12337.005  1353.299   610.263
  968     0.410     0.295     0.295 12337.005  4101.338  1801.842
  969     0.413     0.307     0.280 12337.005  4399.893  1733.326
  970     0.422     0.382     0.196 12337.005  6078.962  1558.313
  971     0.330     0.342     0.328 12337.005  3442.198  3405.303
  972     0.324     0.223     0.453 12337.005   946.493  3518.990
  973     0.339     0.233     0.428 12337.005  1433.447  3224.923
  974     0.374     0.247     0.379 12337.005  2428.419  2515.838
  975     0.428     0.135     0.438 12337.005  1245.769  1445.011
  976     0.198     0.335     0.467 12337.005   666.213  6031.188
  977     0.252     0.354     0.394 12337.005  2129.123  4950.181
  978     0.449     0.450     0.100 12337.005  7990.959  1011.055
  979     0.259     0.409     0.332 12337.005  3362.109  4823.236
  980     0.155     0.444     0.401 12337.005  1976.323  6906.244
  981     0.161     0.463     0.376 12337.005  2485.829  6774.547
  982     0.406     0.288     0.306 12337.005  3876.490  1881.835
  983     0.276     0.263     0.461 12337.005   775.159  4480.307
  984     0.426     0.430     0.144 12337.005  7123.152  1474.045
  985     0.455     0.126     0.419 12337.005  1611.319   903.955
  986     0.154     0.349     0.497 12337.005    60.929  6927.055
  987     0.368     0.413     0.219 12337.005  5627.396  2638.453
  988     0.474     0.071     0.455 12337.005   906.759   510.087
  989     0.401     0.469     0.130 12337.005  7405.656  1971.742
  990     0.471     0.037     0.492 12337.005   161.601   579.085
  991     0.262     0.275     0.463 12337.005   745.952  4761.335
  992     0.453     0.212     0.336 12337.005  3283.751   947.183
  993     0.406     0.357     0.237 12337.005  5260.988  1875.066
  994     0.488     0.060     0.452 12337.005   957.413   243.753
  995     0.256     0.279     0.464 12337.005   710.212  4879.678
  996     0.287     0.439     0.273 12337.005  4532.242  4250.186
  997     0.302     0.314     0.384 12337.005  2316.202  3953.832
  998     0.480     0.048     0.472 12337.005   561.483   399.779
  999     0.194     0.494     0.312 12337.005  3767.729  6121.588
 1000     0.485     0.424     0.090 12337.005  8193.608   291.694
